"GeneID","SeqID","CMSVM._Localization","CMSVM._Details","CytoSVM._Localization","CytoSVM._Details","ECSVM._Localization","ECSVM._Details","ModHMM._Localization","ModHMM._Details","Motif._Localization","Motif._Details","OMPMotif._Localization","OMPMotif._Details","OMSVM._Localization","OMSVM._Details","PPSVM._Localization","PPSVM._Details","Profile._Localization","Profile._Details","SCL.BLAST._Localization","SCL.BLAST._Details","SCL.BLASTe._Localization","SCL.BLASTe._Details","Signal._Localization","Signal._Details","Cytoplasmic_Score","CytoplasmicMembrane_Score","Periplasmic_Score","OuterMembrane_Score","Extracellular_Score","Final_Localization","Final_Localization_Details","Final_Score","Secondary_Localization","PSortb_Version","System","Process","Pathway","Protein"
"slr6051","slr6051 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6056","slr6056 probable transcriptional regulator","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Regulatory functions","","probable transcriptional regulator"
"slr6057","slr6057 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6058","slr6058 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6063","slr6063 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6064","slr6064 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","2 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6065","slr6065 unknown protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"CytoplasmicMembrane","3 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 54042379: Inner membrane protein ydjM precursor","Unknown","No matches against database","Non-Cytoplasmic","Signal peptide detected",0,10,0,0,0,"CytoplasmicMembrane","",10,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6066","slr6066 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6067","slr6067 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","1 internal helix found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Non-Cytoplasmic","Signal peptide detected",0,4.9,2.5,0.1,2.5,"Unknown"," (This protein may have multiple localization sites.)",4.9,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6068","slr6068 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6070","slr6070 probable nuclease","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Other","probable nuclease"
"slr6071","slr6071 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","2 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6072","slr6072 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","1 internal helix found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6073","slr6073 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6074","slr6074 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6075","slr6075 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6080","slr6080 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6081","slr6081 unknown protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"CytoplasmicMembrane","6 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0,10,0,0,0,"CytoplasmicMembrane","",10,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6084","slr6084 probable antirestriction protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"DNA replication, restriction, modification, recombination, and repair","","probable antirestriction protein"
"slr6087","slr6087 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6088","slr6088 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6090","slr6090 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6091","slr6091 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr6094","slr6094 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6095","slr6095 type I restriction-modification system, M subunit (fragment)","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","2 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"DNA replication, restriction, modification, recombination, and repair","","type I restriction-modification system, M subunit (fragment)"
"slr6096","slr6096 type I restriction-modification system, M subunit (fragment)","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"DNA replication, restriction, modification, recombination, and repair","","type I restriction-modification system, M subunit (fragment)"
"slr6097","slr6097 type I site-specific deoxyribonuclease","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"DNA replication, restriction, modification, recombination, and repair","","type I site-specific deoxyribonuclease"
"slr6100","slr6100 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6101","slr6101 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6102","slr6102 type I restriction-modification system, R subunit","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"DNA replication, restriction, modification, recombination, and repair","","type I restriction-modification system, R subunit"
"slr6103","slr6103 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6104","slr6104 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6105","slr6105 putative transposase [ISY203x: 99448 - 100621]","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","putative transposase [ISY203x: 99448 - 100621]"
"slr6106","slr6106 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6107","slr6107 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6108","slr6108 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr6110","slr6110 putative signalling protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 15596924: MucR[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Unknown","No signal peptide detected",2.11,7.88,0,0,0,"CytoplasmicMembrane","",7.88,"","PSORTb version 3.0",NA,"Regulatory functions","","putative signalling protein"
"slr7005","slr7005 integrase/recombinase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","integrase/recombinase"
"slr7008","slr7008 putative transposase [ISY203k: 4154 - 5327]","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","putative transposase [ISY203k: 4154 - 5327]"
"slr7010","slr7010 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7011","slr7011 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7012","slr7012 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7013","slr7013 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7014","slr7014 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7015","slr7015 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7016","slr7016 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7023","slr7023 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7024","slr7024 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7025","slr7025 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7026","slr7026 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7032","slr7032 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7037","slr7037 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7041","slr7041 probable growth inhibitor, PemK-like protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Other categories","Other","probable growth inhibitor, PemK-like protein"
"slr7049","slr7049 resolvase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","resolvase"
"slr7052","slr7052 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7054","slr7054 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7057","slr7057 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7058","slr7058 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7059","slr7059 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7060","slr7060 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7061","slr7061 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7068","slr7068 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7071","slr7071 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","1 internal helix found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
