protein,f_value,p_value,q_value,process
sll1883,4.691405667179051,0.011761528990577036,0.024928049452409052,Amino acid biosynthesis
slr6097,4.6898868416972,0.011776046300457038,0.024928049452409052,"DNA replication, restriction, modification, recombination, and repair"
slr2005,4.612798514355954,0.01254000292092503,0.02650500617377336,Hypothetical
slr1103,4.610433378814564,0.012564306313570549,0.026516198649668556,Hypothetical
sll0541,4.571348336049528,0.012973689508322206,0.02733881701527111,"Fatty acid, phospholipid and sterol metabolism"
slr0680,4.557995454166293,0.013116965593558771,0.02759904525341551,Hypothetical
slr1577,4.496003844094414,0.013805825905778205,0.029004709546025,Hypothetical
slr0550,4.472046706125112,0.014082846310094746,0.029542211432454394,Amino acid biosynthesis
slr0032,4.4642558514352135,0.01417427331129059,0.029689356260135694,Amino acid biosynthesis
sll1712,4.4569854176158685,0.014260194318710862,0.02982454433973261,Translation
sll1675,4.448517418694262,0.014361005675495104,0.02999042352891567,Hypothetical
slr0080,4.440171298321201,0.014461149288425906,0.03015441443550693,Transcription
sll0057,4.4178027416654935,0.014733432201401187,0.0306763252551562,Cellular processes
sll1138,4.401170222022229,0.01493962275063888,0.030980765980685793,Hypothetical
sll1735,4.400833268220693,0.014943833236682691,0.030980765980685793,Hypothetical
slr1024,4.400019009161862,0.014954013500684418,0.030980765980685793,Cell envelope
slr0966,4.397369394220521,0.014987194171609215,0.030980765980685793,Amino acid biosynthesis
sll1226,4.397090364567348,0.01499069321646087,0.030980765980685793,Other categories
slr0912,4.359431263898636,0.0154714593037648,0.03189452744738467,Unknown
slr1410,4.358884721920799,0.015478562782709263,0.03189452744738467,Other categories
slr1240,4.355585256177752,0.015521524166742353,0.031935879369624755,Unknown
slr0990,4.340599921511056,0.015718334503684702,0.03229319091699581,Hypothetical
sll0293,4.3264545496827695,0.01590668447249849,0.03261631911307263,Unknown
slr1104,4.325284642205756,0.015922375136919333,0.03261631911307263,Hypothetical
slr1991,4.301525205353276,0.01624482017684008,0.033228041270809264,Regulatory functions
sll1071,4.2932088712496,0.01635940817189338,0.03341343250335471,Hypothetical
slr2094,4.287939411672118,0.016432483303394422,0.03348567612179437,Other categories
sll1056,4.287198510273149,0.016442787199590785,0.03348567612179437,"Purines, pyrimidines, nucleosides, and nucleotides"
ssl0020,4.283031344185798,0.01650087613414315,0.03355498864013075,Photosynthesis and respiration
ssl1918,4.230220063669868,0.017257337497480714,0.035042191861696645,Hypothetical
slr0017,4.2130420877781525,0.01751171225457281,0.035507032841757366,Cell envelope
slr1641,4.1923413713028195,0.017823853402716017,0.036087482578793684,Translation
slr1203,4.185662886349564,0.017925883387388656,0.036241459891894465,Hypothetical
sll1165,4.161242885995448,0.0183045694001698,0.03695350841278852,"DNA replication, restriction, modification, recombination, and repair"
sml0011,4.1475962713565915,0.0185200898833856,0.037334574259137165,Hypothetical
sll8001,4.144344392505042,0.0185718652419362,0.03738492353896248,Hypothetical
sll1304,4.1324549910931445,0.018762549618389142,0.03768593429860366,Unknown
sll0378,4.131656792802149,0.018775429632637664,0.03768593429860366,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll1443,4.12361242707433,0.01890579088808968,0.03789307225414526,"Purines, pyrimidines, nucleosides, and nucleotides"
sll1783,4.111120162960399,0.019110246592060245,0.03824791104149791,Hypothetical
slr1266,4.094602396207328,0.019384399363017987,0.038716398361729416,Hypothetical
sll0629,4.093680504766712,0.019399829716737538,0.038716398361729416,Photosynthesis and respiration
sll0712,4.089022391266033,0.019478006576535017,0.03881688453466622,Amino acid biosynthesis
sll1625,4.080363442884982,0.019624268695271462,0.039052574650361896,Energy metabolism
ssr1480,4.052563068005821,0.02010223679687461,0.0399467526091739,Translation
slr1848,4.049040119847549,0.02016373174636821,0.040011957021598384,Amino acid biosynthesis
slr0089,4.044002342499422,0.02025203521044315,0.04013009817978437,"Fatty acid, phospholipid and sterol metabolism"
slr1041,4.036981800817602,0.020375816228802367,0.040318104452736606,Regulatory functions
slr1898,4.020253282765572,0.02067418990585196,0.04085055937487745,Amino acid biosynthesis
sll0558,4.002742536017844,0.02099176691911175,0.04141939865935063,Hypothetical
sll0759,3.9746467046543112,0.021512792606099555,0.04238749390608599,Transport and binding proteins
slr0516,3.9584471975724407,0.02181977648925399,0.04293171819817957,Hypothetical
sll0533,3.9520761044348527,0.021941850842697928,0.043077963966228726,Cellular processes
slr2097,3.951347215061931,0.02195586550536819,0.043077963966228726,Other categories
slr1161,3.9232387621396887,0.022504037583451573,0.04409147813049852,Hypothetical
sll0436,3.91698658843161,0.022628039520291326,0.0442722512353526,Hypothetical
slr1949,3.9116482170341538,0.02273452294041144,0.044418290618871085,Hypothetical
sll1262,3.896006785263616,0.023049761386915533,0.04493124049904657,Hypothetical
sll1096,3.894074522862165,0.023089042589494915,0.04493124049904657,Translation
slr0637,3.8938460912100203,0.0230936913532734,0.04493124049904657,Hypothetical
sll0888,3.8625366647268673,0.02374088321826336,0.046126089261110566,Hypothetical
sll1372,3.8535429852402783,0.023930522805080384,0.04642987387077488,Hypothetical
sll0048,3.8355206023883883,0.02431566150656834,0.04711159416897616,Unknown
ssl0563,3.8144333616071027,0.0247751233762108,0.04793522484024143,Photosynthesis and respiration
sll0402,3.7752949229637607,0.02565385463533073,0.04951987340805352,Amino acid biosynthesis
slr0721,3.7748021278673565,0.02566513869105569,0.04951987340805352,Energy metabolism
sll1892,3.763844070155785,0.025917496025508757,0.04993771678948165,Unknown
sll1324,3.746783329888788,0.026315933793996885,0.0506354864036216,Photosynthesis and respiration
slr1819,3.7347205397475953,0.02660178026208562,0.05111499099946203,Hypothetical
slr0260,3.725674204985237,0.02681842430467509,0.05146038776481672,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1325,3.6851015566085965,0.0278146262582619,0.053298631360268335,Regulatory functions
sll0587,3.676197068693822,0.02803875389428901,0.05365440560018266,Energy metabolism
slr5071,3.674317678902998,0.02808631588542643,0.05367179542489023,Unknown
slr1398,3.658745375223543,0.028483891581815482,0.05435708448239754,Unknown
slr1693,3.6521124939724734,0.02865514098895947,0.05460918262240227,Regulatory functions
ssl3093,3.6373682799037566,0.029039944900256062,0.055267016556421834,Photosynthesis and respiration
sll0043,3.6298311217103283,0.029238880816272975,0.0555698075459139,Regulatory functions
slr0007,3.616133700438613,0.02960431836657057,0.056187787920225774,Other categories
slr0804,3.604537318744853,0.029917690369693467,0.056677197910568834,Cell envelope
ssl0352,3.6035905880054773,0.029943437175691208,0.056677197910568834,Hypothetical
sll0044,3.5681474178476624,0.030925360331981545,0.0584564737982578,Unknown
slr0862,3.556520345983085,0.03125526642013242,0.059000130793078115,Other categories
sll1070,3.5308671073287283,0.031997131942668816,0.060318917648679735,Energy metabolism
ssr2799,3.5283163171387164,0.032071965662358336,0.060378396894723185,Translation
ssl2296,3.4800839713656826,0.03352437738658391,0.06295373715803798,"Biosynthesis of cofactors, prosthetic groups, and carriers"
ssl0461,3.4798953848249137,0.033530198357291915,0.06295373715803798,Hypothetical
slr1722,3.4738390244951574,0.03371773648005981,0.06322075590011214,"Purines, pyrimidines, nucleosides, and nucleotides"
ssl2814,3.4590829601756137,0.03417958074854233,0.06400069146874705,Unknown
ssr2201,3.4504248625137817,0.0344538479827239,0.06442777203203731,Unknown
slr0993,3.4394645874724845,0.034804567587120784,0.06485843757093268,Cell envelope
slr1255,3.4390256340992065,0.034818696376741815,0.06485843757093268,"Biosynthesis of cofactors, prosthetic groups, and carriers"
ssl0467,3.4388722718722184,0.03482363422267281,0.06485843757093268,Unknown
slr0453,3.43668199218686,0.03489424050840828,0.0649032873456394,Hypothetical
slr9201,3.4277088532960587,0.03518517098614904,0.06535727500090267,Unknown
slr0431,3.4107591747670503,0.03574212566921106,0.06630354429328382,Hypothetical
sll1873,3.4078499774602093,0.03583870426461207,0.06639441228304625,Unknown
slr1974,3.397898977020805,0.03617125945460097,0.06692162724027632,Other categories
slr0924,3.395117627697509,0.03626482393375227,0.06700586673852241,Hypothetical
sll1290,3.3824302352997093,0.03669506177339825,0.06771112589138963,Transcription
sll1084,3.3771701367314817,0.03687510023102918,0.06795345419060199,Hypothetical
sll1142,3.3708112091025764,0.037094063650155884,0.06826677940892803,Hypothetical
sll0171,3.3658785618950966,0.037264912113479015,0.06849084637457603,Energy metabolism
slr0013,3.361808398665465,0.037406547493962015,0.06858890020550276,Hypothetical
sll0400,3.361520254374109,0.037416597173037705,0.06858890020550276,Hypothetical
sll0180,3.3531720403513363,0.03770906960636392,0.06903432034235914,Hypothetical
sll1483,3.3425537165606736,0.03808475860985848,0.06963071855930876,Hypothetical
sll1767,3.3347388745135205,0.03836391990543598,0.0700493040158157,Translation
ssr2857,3.3209475442267586,0.03886214876589264,0.07083224466271243,Transport and binding proteins
sll0072,3.3200653118807133,0.03889426481120983,0.07083224466271243,Hypothetical
sll0726,3.3161595314084185,0.03903680298474755,0.07099913971802195,Central intermediary metabolism
sll1709,3.3048280121711198,0.039453638934863935,0.07165457952795717,Energy metabolism
slr2032,3.3033444748997307,0.03950857750003956,0.07165457952795717,Hypothetical
slr0335,3.3021931211477797,0.039551273287832985,0.07165457952795717,Photosynthesis and respiration
slr2143,3.2925806690377484,0.03990974401502425,0.07221023722562753,Amino acid biosynthesis
slr0442,3.2832842036912826,0.04025987368565443,0.07271965345051415,Unknown
slr2047,3.2810550322303396,0.04034433748122957,0.07271965345051415,Other categories
sll1514,3.280966957780417,0.04034767868867237,0.07271965345051415,Cellular processes
slr0861,3.2783394563728505,0.04044749779374022,0.07280549602873239,"Purines, pyrimidines, nucleosides, and nucleotides"
ssl2717,3.264332036707152,0.040984300464152336,0.07367667415913984,Hypothetical
slr0147,3.2505162086452537,0.04152153661626425,0.07454638813344737,Hypothetical
sll0325,3.2440453189204193,0.04177585109944719,0.07490657105877742,Hypothetical
slr0079,3.23664145489425,0.04206896034237821,0.07533530125496482,Cellular processes
sll1362,3.2324340062178054,0.04223654655551042,0.07553843903197056,Translation
slr0185,3.2274070146267126,0.042437750139177485,0.07580110300147579,"Purines, pyrimidines, nucleosides, and nucleotides"
sll0023,3.2200928894654277,0.04273240192145342,0.07622979626653135,Hypothetical
ssl1493,3.2177660422290413,0.04282661614913675,0.07630029313926663,Unknown
sll0900,3.2152876455516037,0.04292722074900504,0.0763819807970179,Amino acid biosynthesis
slr0689,3.186001279696046,0.0441361425232435,0.0784330176049996,Hypothetical
slr6110,3.1837496878300935,0.04423064204143231,0.0785009486613207,Regulatory functions
sll1933,3.182342949354726,0.04428979712865281,0.07850605717213555,Cellular processes
sll1743,3.1801129737771614,0.04438375062994773,0.07857275650860036,Translation
slr1983,3.1666932350800687,0.0449538513464524,0.07939712126585498,Regulatory functions
slr1076,3.1664737186644305,0.0449632443010935,0.07939712126585498,Other categories
slr2025,3.1617265385853965,0.04516690737992463,0.0796559238874777,Hypothetical
sll1270,3.1526776185119,0.045557968911929134,0.08024414978805698,Transport and binding proteins
slr0370,3.1492945827714087,0.04570513646627747,0.08040184788203918,Energy metabolism
ssl2501,3.1444721707117127,0.0459158331956177,0.08067076487139382,Unknown
slr0884,3.1187438517075123,0.04705832694248562,0.08257404538964458,Energy metabolism
sll1811,3.095399436629665,0.048122331676136686,0.08433499081433501,Translation
sll1769,3.089813141469563,0.04838089037902831,0.08468173410131051,Hypothetical
slr1964,3.0798784345347188,0.04884453217364417,0.08530726132380019,Hypothetical
sll0236,3.079536557168085,0.04886057476538806,0.08530726132380019,Unknown
sll0156,3.062740959927915,0.04965595629471039,0.0865374063654489,Unknown
slr1665,3.0620450585539616,0.049689220429193236,0.0865374063654489,Amino acid biosynthesis
sll0756,3.060042228375805,0.04978509394094723,0.08659626689229598,Unknown
sll1566,3.0541144814236967,0.0500700543917076,0.08698346933553189,Central intermediary metabolism
sll1265,3.041026856049514,0.05070563807339512,0.08793217195134452,Unknown
slr1305,3.040279104099123,0.050742221090202384,0.08793217195134452,Regulatory functions
slr0780,3.017683574092674,0.05186161558780258,0.08976048851735062,Hypothetical
slr1573,3.010871996149689,0.05220441741104986,0.09014252209598386,Hypothetical
sll0300,3.009979360899647,0.05224952641654037,0.09014252209598386,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll1680,3.00945191574498,0.052276200986129714,0.09014252209598386,Hypothetical
sll0443,2.995190975214038,0.05300317706940005,0.09128324939730008,Unknown
sll0016,2.986324776972435,0.053460794183072105,0.09195783956274424,Cell envelope
slr1940,2.975216547217195,0.05404032346116586,0.0928041149535178,Hypothetical
slr1783,2.9743497176573115,0.054085839037426496,0.0928041149535178,Regulatory functions
slr0440,2.9687223285006668,0.054382357900425324,0.0930684213800116,Hypothetical
slr1338,2.968401214237609,0.054399332338196174,0.0930684213800116,Hypothetical
sll1454,2.9676319030289515,0.05444002282873797,0.0930684213800116,Amino acid biosynthesis
slr0605,2.962022696573541,0.054737727184407566,0.09346282671021854,Hypothetical
ssr0335,2.9592347764698927,0.05488636476625858,0.09360205238255592,Unknown
sll5059,2.957863510750048,0.054959637668549687,0.09361256965522198,Regulatory functions
slr6049,2.946042280132643,0.05559581321591468,0.0945195970361856,Hypothetical
slr1064,2.9454544108211,0.0556276624850956,0.0945195970361856,Cell envelope
slr0906,2.9435731847461235,0.05572971846847385,0.09456369805670983,Photosynthesis and respiration
slr1540,2.9424786433608285,0.05578919247360015,0.09456369805670983,Translation
slr0434,2.940075069406047,0.05592004217286969,0.0946435309244809,Translation
slr0823,2.9391227399794,0.055971980654262884,0.0946435309244809,Photosynthesis and respiration
sll0071,2.9211674163597685,0.056961304410909824,0.09619978166249298,Hypothetical
slr1129,2.9043478099194187,0.057905644069788036,0.0975745609382535,Transcription
slr0657,2.904178754839758,0.05791522326657628,0.0975745609382535,Energy metabolism
slr0038,2.8994119609766758,0.058186048430830035,0.09791259054403847,Hypothetical
slr2088,2.8936433709489124,0.05851566729493349,0.09834862153787012,Amino acid biosynthesis
slr0923,2.88431956645061,0.05905281135525965,0.09913197574077882,Hypothetical
ssl0294,2.8810500229486675,0.05924246024838933,0.09933080774820086,Hypothetical
sll1298,2.8796109685380413,0.059326145726684265,0.09935170862992143,Other categories
sll1004,2.8765550819876147,0.059504289246384824,0.09953055575384513,Hypothetical
sll0576,2.8617757876729244,0.06037424725516913,0.10086476038438434,Other categories
sll0373,2.85911242004276,0.06053251353332581,0.10100820141027453,Amino acid biosynthesis
slr1841,2.8472114875813896,0.061245336810094274,0.10207556135015712,Cell envelope
sll1242,2.8445935640961904,0.06140338395341601,0.10221685037591327,Hypothetical
slr1431,2.8416965934706364,0.06157880350554056,0.1023866875926449,Hypothetical
sll2010,2.827683066072777,0.06243522331561049,0.10368706729199598,Cell envelope
ssl0564,2.8078357864153833,0.063670786664028,0.1056132549302248,Regulatory functions
slr2073,2.8014144355098707,0.0640763066227236,0.10615967664928673,Hypothetical
slr0618,2.788136655052865,0.06492390680185328,0.1074363582308248,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1829,2.7856469122744314,0.06508421735849239,0.10757403224537546,Unknown
sll1314,2.778399499794948,0.06555336152761668,0.10822122997754467,Hypothetical
slr1704,2.7712312057623643,0.06602106183235817,0.1088645168512289,Hypothetical
sll1035,2.768256191160277,0.06621625005888378,0.10905746025046384,"Purines, pyrimidines, nucleosides, and nucleotides"
ssr1766,2.7645579398110054,0.06645977843402037,0.10932947041917268,Hypothetical
sll1029,2.7506265702274115,0.06738607476980624,0.11072270236028234,Photosynthesis and respiration
sll0534,2.7459369091682158,0.06770109019706523,0.11110943626459532,Translation
sll1758,2.7442490832044504,0.06781486299524865,0.1111653747101902,Other categories
sll0819,2.7093116991666246,0.07021796315453288,0.11496955234809078,Photosynthesis and respiration
sll1107,2.707109349967641,0.07037256601770002,0.11508760796564073,Cellular processes
slr0951,2.7048650719566543,0.07053049866925128,0.11521082628056856,Other categories
slr7011,2.6999566980362726,0.0708772715640681,0.11564186413084795,Unknown
sll0495,2.6916276441702105,0.0714700243172117,0.11647276159171766,Translation
sll1272,2.6893046258199527,0.07163631987028686,0.11660754517975515,Unknown
slr1942,2.6637745565138906,0.07349229665926435,0.11948922358936336,Other categories
ssl5095,2.6617914532743225,0.07363866721362028,0.11958782393830066,Hypothetical
sll0553,2.6602317945055387,0.0737540095533465,0.11962442045304443,Hypothetical
sll0844,2.659169192395175,0.07383270681725537,0.11962442045304443,Translation
slr0082,2.6546681956597515,0.07416708244962336,0.12002677496197747,Hypothetical
sll1049,2.646433003338916,0.07478319700845175,0.12088361509477424,Hypothetical
slr1160,2.6439333278485355,0.07497132388487951,0.1210474500224617,Hypothetical
slr1838,2.6376032404684646,0.07545006582501149,0.121542467456444,Photosynthesis and respiration
sll0519,2.637575519260701,0.0754521697614914,0.121542467456444,Photosynthesis and respiration
slr2130,2.635877949433015,0.07558113223580942,0.12160978024100826,Amino acid biosynthesis
sll0173,2.631493176630648,0.07591536348048174,0.12195570808662501,Hypothetical
slr1865,2.6307656720556785,0.07597097514500152,0.12195570808662501,Unknown
sll1394,2.6228005528112286,0.07658278585001642,0.12274248952160972,Translation
slr2059,2.622097258331474,0.07663706693428106,0.12274248952160972,Photosynthesis and respiration
sll0998,2.6160619728662287,0.07710462294636806,0.12325946711829144,Regulatory functions
sll0007,2.615651070388408,0.07713656974499529,0.12325946711829144,Hypothetical
sll0064,2.6015816384867816,0.0782392796860173,0.12487848416704132,Transport and binding proteins
slr0065,2.5925588761981224,0.0789555772220326,0.12587774882826913,Hypothetical
slr1619,2.5833343374302875,0.07969536173507655,0.1269121342698993,Hypothetical
slr1347,2.577990949884457,0.080127374090475,0.12745460302874873,Photosynthesis and respiration
sll1640,2.573585616884081,0.08048548278880965,0.12787841513711784,Hypothetical
slr0163,2.570690994287637,0.08072174444045566,0.12809030840662844,Cellular processes
sll0920,2.5697038735538964,0.08080248845722797,0.12809030840662844,Energy metabolism
slr0447,2.555590537898378,0.08196669102111066,0.12978834730357475,Transport and binding proteins
slr1742,2.542612834898704,0.08305350911731875,0.13136014197126944,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0692,2.532539260248046,0.08390804230872365,0.13256140319441614,Hypothetical
sll6093,2.5305913989482063,0.08407439011906127,0.13267395273313404,Other categories
sll1450,2.5294122386609352,0.0841752667566233,0.13268304759942318,Transport and binding proteins
slr0658,2.5079407052821345,0.08603559956282654,0.1354603416955336,Unknown
slr1407,2.5068486766036564,0.0861314143970884,0.1354603416955336,Unknown
sll0750,2.501797300601402,0.0865761505641682,0.13600645274438586,Regulatory functions
ssl0707,2.500470619046007,0.08669337272665265,0.1360374071469971,Amino acid biosynthesis
sll1110,2.4874482789256165,0.08785328868622619,0.13770262664863545,Translation
slr0757,2.480248496336165,0.08850188754555655,0.13856356130869962,Other categories
slr1053,2.4766559079078703,0.08882749304608502,0.13882891173497405,Unknown
slr0604,2.4761834889662433,0.08887040729701204,0.13882891173497405,Other categories
ssl2807,2.4530352586402144,0.09100130285116212,0.14199867726775298,Hypothetical
slr1815,2.443696403168441,0.09187679717720436,0.14320461682927385,Hypothetical
slr0526,2.44046830258906,0.09218156803585566,0.1435192939843958,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1674,2.4216722433870848,0.09397829734025748,0.14609034094921994,Hypothetical
slr1761,2.421009103921617,0.0940423843529746,0.14609034094921994,Other categories
sll1224,2.4138625340867392,0.09473608878576303,0.14700362050184573,Other categories
sll6060,2.412786260975942,0.09484104548506177,0.14700362050184573,Other categories
ssr0332,2.407107426886358,0.09539695097817223,0.14770116161437324,Hypothetical
sll0822,2.403585239747508,0.09574353325747303,0.14807342449465066,Hypothetical
slr1821,2.398816169641776,0.09621500795847107,0.14863780299232246,Hypothetical
slr5126,2.3975851210526593,0.09633712299358348,0.14866182143368248,Unknown
slr1204,2.392042019673064,0.09688908250757976,0.1493483647492528,Translation
sll1908,2.3822789974314658,0.09786968242225208,0.15069338518658018,Amino acid biosynthesis
sll0301,2.376123538660774,0.09849351829909482,0.15148672329353613,Hypothetical
sll0066,2.3647565849471146,0.09965698983714047,0.15310737976080502,Unknown
slr1260,2.34875435994868,0.10132046313249246,0.15549179985679534,Hypothetical
slr1356,2.346698684361138,0.10153634761621193,0.1556518735435337,Translation
sll1395,2.336988341382217,0.10256293621022247,0.15705301428458876,Cell envelope
sll1507,2.3301036953171756,0.10329766028729326,0.15800464484733998,Hypothetical
slr0058,2.3253397960359816,0.10380942597621336,0.15861352599870496,Hypothetical
sll1021,2.321870986634809,0.10418380833177797,0.1590113923663351,Hypothetical
sll0910,2.31843769962262,0.10455580967010177,0.1594047590052371,Unknown
slr0645,2.316161288678498,0.10480326171177942,0.1596075874322405,Hypothetical
sll1931,2.3058292271719805,0.1059344525763065,0.16115437442088065,Amino acid biosynthesis
slr1272,2.295072147014068,0.1071263571420288,0.16279005251974965,Cell envelope
slr1474,2.284960056486641,0.10826015278547972,0.16420874997857088,Hypothetical
slr5023,2.284647758293942,0.10829537632995356,0.16420874997857088,Hypothetical
slr0582,2.2661261419739285,0.1104069213358451,0.16722872449891846,Unknown
ssr1041,2.2618002224814084,0.11090653658291001,0.16780327389713606,Hypothetical
slr0066,2.250980772276338,0.11216693596691528,0.16952640918076575,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll1524,2.2289981393192586,0.11477612027110567,0.1732821296300784,Hypothetical
sll0033,2.2269828212063545,0.11501861212562076,0.1734605015299902,Hypothetical
slr1110,2.218655322917515,0.11602654396141665,0.17471402060260438,Hypothetical
sll0517,2.2180491740876858,0.11610028465850485,0.17471402060260438,Translation
sll0163,2.2130172783494944,0.11671441021279327,0.17544892483496405,Other categories
slr1566,2.209760584281558,0.1171137625342976,0.17585974029638873,Hypothetical
sll1234,2.202978672404145,0.11795017531849658,0.17692526297774486,Energy metabolism
slr0110,2.1949394341417383,0.11895008098714185,0.1782334725854596,Hypothetical
sll1679,2.193710556767261,0.11910373717305585,0.1782722246313443,Translation
slr1729,2.1919586976633116,0.11932315918782382,0.17840922515221247,Transport and binding proteins
ssl2138,2.188459101891785,0.11976280414925244,0.17887485202163506,Unknown
slr0603,2.173187360065512,0.12170206930341332,0.18157688414787332,"DNA replication, restriction, modification, recombination, and repair"
sll1316,2.164193962159052,0.122860031855505,0.18292640619389064,Photosynthesis and respiration
ssl3829,2.1641258466247444,0.12286884774457027,0.18292640619389064,Hypothetical
slr0116,2.161089851392561,0.12326248171182412,0.18321665655605116,Other categories
slr1772,2.1605542845215195,0.12333206300527315,0.18321665655605116,Other categories
ssr2998,2.1595871751269957,0.12345781875461508,0.18321665655605116,Hypothetical
sll1367,2.1584801465095147,0.12360193952704038,0.1832356064189387,Hypothetical
sll0810,2.1562682787248137,0.12389044355277493,0.1834683320128673,Unknown
slr0907,2.1371264134182733,0.126417965193772,0.18701279050404235,Unknown
slr0787,2.135636512811097,0.12661702841300088,0.18710885025014432,Hypothetical
sll0945,2.1324331892398027,0.12704617189684336,0.18754434899057829,Central intermediary metabolism
sll1538,2.131165256496681,0.12721647022915478,0.1875972261835845,Energy metabolism
sll0923,2.1270541551453594,0.12777034486533947,0.1882150275471474,Unknown
sll0209,2.1004948031350663,0.13141221391331942,0.1933755679420681,Hypothetical
sll5034,2.0886558782417177,0.13307169873943425,0.1956111904547005,Hypothetical
slr1411,2.083731171707152,0.1337686754145499,0.19642873916136536,Hypothetical
sll0501,2.07436113894366,0.13510572008222518,0.19799787932687246,Other categories
slr0406,2.0742537079483983,0.13512113341876889,0.19799787932687246,"Purines, pyrimidines, nucleosides, and nucleotides"
ssl1762,2.0725149332802566,0.13537086363014433,0.1981556713158986,Hypothetical
ssr2551,2.0596694601368,0.13723132818977635,0.20066845159825789,Hypothetical
sll0736,2.0583472218420327,0.13742439764746525,0.20074035049027647,Hypothetical
sll1028,2.0566824388085214,0.13766790230348613,0.2008856942608401,Photosynthesis and respiration
sll1612,2.0542891140327373,0.13801878712367674,0.20089242610416488,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll1894,2.054111430603484,0.13804487577989938,0.20089242610416488,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1409,2.053192111666386,0.1381799414382766,0.20089242610416488,Other categories
sll1816,2.0527254934156858,0.1382485512974898,0.20089242610416488,Translation
slr0922,2.0488092096466817,0.13882584107881854,0.20149325887375832,Translation
sll1508,2.0479630941505302,0.1389509068362405,0.20149325887375832,Cell envelope
slr0369,2.041070595044144,0.13997424601542272,0.20276643114383666,Transport and binding proteins
slr1692,2.026686609039016,0.14213617780517668,0.20568461414753264,Hypothetical
slr1958,2.023970321550224,0.14254847229557516,0.20606748067598687,Unknown
sll0487,2.0183623338386094,0.14340377622468145,0.20692912709250105,Hypothetical
slr1727,2.0181178195266702,0.1434411941924362,0.20692912709250105,Transport and binding proteins
slr1224,2.0086459039385467,0.1448988185899576,0.20881596274069297,Transport and binding proteins
sll0507,1.9995183789974735,0.1463185714658073,0.2105925693931842,Transport and binding proteins
sll1775,1.9987834171530805,0.14643354287554744,0.2105925693931842,Hypothetical
sll0569,1.9890352800642117,0.14796770797138384,0.21257976582912508,"DNA replication, restriction, modification, recombination, and repair"
slr1780,1.984847808531397,0.1486320443778417,0.2133145081348654,Hypothetical
slr2070,1.9785580664839613,0.1496359483226576,0.21453458161367664,Hypothetical
slr5118,1.9751931726336776,0.15017601459580768,0.21491571352333386,Hypothetical
slr1777,1.9749824381663443,0.15020990730125486,0.21491571352333386,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll5080,1.9651130529200371,0.15180647463919492,0.21697749192794769,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll1423,1.9549098506940037,0.15347626158961225,0.21913959561669305,Regulatory functions
sll1521,1.9505108142149383,0.15420226405358728,0.21995108216232545,Other categories
slr0148,1.947991147232789,0.15461976438517994,0.22032131901667626,Hypothetical
slr1857,1.946822128549087,0.1548138794607535,0.22037281821199095,Central intermediary metabolism
slr0536,1.9450163550145405,0.15511424254403433,0.22057529903050754,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll1241,1.9422926708933843,0.15556847183462424,0.2209253828473345,Unknown
sll1432,1.9416421577223792,0.1556771694185877,0.2209253828473345,Other categories
slr1800,1.9316890551533257,0.1573505016930117,0.22307311977820254,Hypothetical
sll1559,1.925846109768529,0.158341820541551,0.22403602294609168,Other categories
sll0752,1.9257927208780217,0.15835090940849206,0.22403602294609168,Hypothetical
sll0006,1.916864325907424,0.1598787780884803,0.2259684857481561,Amino acid biosynthesis
slr1173,1.913560528044544,0.16044814403970886,0.22654368515728124,Hypothetical
sll1620,1.9035134068590545,0.16219304143701474,0.22844092652293735,Hypothetical
slr0451,1.90313469370376,0.16225920988782244,0.22844092652293735,"DNA replication, restriction, modification, recombination, and repair"
sll0359,1.9024083595237542,0.16238619541513175,0.22844092652293735,Hypothetical
sll0154,1.9020614635829247,0.1624468810829777,0.22844092652293735,Hypothetical
slr0457,1.8970481118731803,0.16332663290826846,0.2293900839671305,Translation
slr1274,1.8963433644980805,0.16345071216009155,0.2293900839671305,Cellular processes
slr7012,1.8895821069070773,0.16464626047450406,0.2308357119215409,Hypothetical
slr0839,1.8874164869834509,0.16503117148712182,0.2311430564503363,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr0520,1.8853495202182384,0.16539944751651653,0.2314265088119765,"Purines, pyrimidines, nucleosides, and nucleotides"
ssl2384,1.8730075628716856,0.16761684109700495,0.2342940814933085,Unknown
slr0600,1.8649462423316283,0.16908233009990048,0.23610595644580695,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll0455,1.863494780611211,0.16934764869254254,0.2362399699260969,Amino acid biosynthesis
slr1312,1.8613641947635868,0.16973791418861253,0.23624718280104484,Energy metabolism
